courier_id,action,order_id,time
1,deliver_order,1325,26/08/22 01:33
1,deliver_order,1251,26/08/22 00:18
1,deliver_order,522,25/08/22 11:15
1,deliver_order,233,25/08/22 02:16
1,deliver_order,194,25/08/22 01:15
1,deliver_order,98,24/08/22 22:13
2,accept_order,59525,08/09/22 23:39
2,accept_order,51293,07/09/22 15:04
2,accept_order,48122,06/09/22 20:34
2,accept_order,43519,05/09/22 16:55
2,accept_order,39655,04/09/22 21:48
2,accept_order,32149,03/09/22 18:32
2,accept_order,25034,02/09/22 14:12
2,accept_order,23306,02/09/22 04:37
2,accept_order,23162,02/09/22 02:46
2,accept_order,23111,02/09/22 02:17
2,accept_order,22669,01/09/22 23:52
2,accept_order,22194,01/09/22 21:29
2,accept_order,21633,01/09/22 19:01
2,accept_order,21244,01/09/22 17:11
2,accept_order,17196,31/08/22 15:13
2,accept_order,16284,31/08/22 09:48
2,accept_order,15784,31/08/22 06:20
2,accept_order,15074,30/08/22 23:08
2,accept_order,14799,30/08/22 21:37
2,accept_order,13735,30/08/22 15:54
2,accept_order,12737,30/08/22 09:30
2,accept_order,7993,28/08/22 22:46
2,accept_order,6030,28/08/22 10:31
2,accept_order,5486,28/08/22 05:40
2,accept_order,4783,27/08/22 21:53
2,accept_order,4593,27/08/22 20:18
2,accept_order,4536,27/08/22 19:57
2,accept_order,4337,27/08/22 18:36
2,accept_order,3679,27/08/22 12:20
2,accept_order,1976,26/08/22 14:05
2,accept_order,1586,26/08/22 07:55
2,accept_order,739,25/08/22 14:54
2,accept_order,413,25/08/22 08:29
2,accept_order,346,25/08/22 06:26
2,accept_order,135,24/08/22 23:31
2,accept_order,66,24/08/22 20:47
2,deliver_order,59525,08/09/22 23:59
2,deliver_order,51293,07/09/22 15:25
2,deliver_order,48122,06/09/22 20:57
2,deliver_order,43519,05/09/22 17:16
2,deliver_order,39655,04/09/22 22:02
2,deliver_order,32149,03/09/22 18:52
2,deliver_order,25034,02/09/22 14:32
2,deliver_order,23306,02/09/22 04:47
2,deliver_order,23162,02/09/22 03:04
2,deliver_order,23111,02/09/22 02:38
2,deliver_order,22669,02/09/22 00:12
2,deliver_order,22194,01/09/22 21:49
2,deliver_order,21633,01/09/22 19:19
2,deliver_order,21244,01/09/22 17:36
2,deliver_order,17196,31/08/22 15:35
2,deliver_order,16284,31/08/22 10:06
2,deliver_order,15784,31/08/22 06:37
2,deliver_order,15074,30/08/22 23:31
2,deliver_order,14799,30/08/22 21:59
2,deliver_order,13735,30/08/22 16:15
2,deliver_order,12737,30/08/22 09:51
2,deliver_order,7993,28/08/22 23:07
2,deliver_order,6030,28/08/22 10:56
2,deliver_order,5486,28/08/22 06:00
2,deliver_order,4783,27/08/22 22:14
2,deliver_order,4593,27/08/22 20:37
2,deliver_order,4536,27/08/22 20:16
2,deliver_order,3679,27/08/22 12:41
2,deliver_order,1976,26/08/22 14:24
2,deliver_order,1586,26/08/22 08:16
2,deliver_order,739,25/08/22 15:12
2,deliver_order,413,25/08/22 08:49
2,deliver_order,346,25/08/22 06:49
2,deliver_order,135,24/08/22 23:49
2,deliver_order,66,24/08/22 21:04
3,accept_order,59583,08/09/22 23:56
3,accept_order,58078,08/09/22 18:46
3,accept_order,57468,08/09/22 16:49
3,accept_order,54228,08/09/22 01:37
3,accept_order,53118,07/09/22 21:36
3,accept_order,50660,07/09/22 11:51
3,accept_order,49956,07/09/22 08:17
3,accept_order,44703,05/09/22 21:32
3,accept_order,39969,04/09/22 22:55
3,accept_order,39571,04/09/22 21:35
3,accept_order,38844,04/09/22 19:29
3,accept_order,34210,04/09/22 00:48
3,accept_order,32034,03/09/22 18:08
3,accept_order,30946,03/09/22 14:32
3,accept_order,30109,03/09/22 11:15
3,accept_order,26217,02/09/22 19:06
3,accept_order,25977,02/09/22 18:16
3,accept_order,25210,02/09/22 15:10
3,accept_order,24066,02/09/22 09:42
3,accept_order,23528,02/09/22 06:36
3,accept_order,22825,02/09/22 00:36
3,accept_order,22403,01/09/22 22:27
3,accept_order,21869,01/09/22 20:02
3,accept_order,17729,31/08/22 18:21
3,accept_order,15394,31/08/22 01:21
3,accept_order,14169,30/08/22 18:29
3,accept_order,11937,30/08/22 02:20
3,accept_order,10523,29/08/22 18:11
3,accept_order,9827,29/08/22 14:02
3,accept_order,9573,29/08/22 12:21
3,accept_order,8629,29/08/22 05:37
3,accept_order,8542,29/08/22 04:20
3,accept_order,5220,28/08/22 01:27
3,accept_order,4568,27/08/22 20:08
3,accept_order,3734,27/08/22 12:57
3,accept_order,3627,27/08/22 11:39
3,accept_order,2766,26/08/22 23:44
3,accept_order,1754,26/08/22 10:41
3,accept_order,1198,25/08/22 22:57
3,accept_order,1130,25/08/22 21:32
3,accept_order,909,25/08/22 18:03
3,accept_order,639,25/08/22 13:07
3,accept_order,252,25/08/22 02:40
3,accept_order,138,24/08/22 23:39
3,accept_order,21,24/08/22 17:57
3,deliver_order,59583,08/09/22 23:59
3,deliver_order,58078,08/09/22 19:09
3,deliver_order,57468,08/09/22 17:13
3,deliver_order,54228,08/09/22 02:02
3,deliver_order,53118,07/09/22 21:59
3,deliver_order,50660,07/09/22 12:08
3,deliver_order,49956,07/09/22 08:37
3,deliver_order,44703,05/09/22 21:53
3,deliver_order,39969,04/09/22 23:16
3,deliver_order,39571,04/09/22 21:58
3,deliver_order,38844,04/09/22 19:51
3,deliver_order,34210,04/09/22 01:05
3,deliver_order,32034,03/09/22 18:30
3,deliver_order,30946,03/09/22 14:54
3,deliver_order,30109,03/09/22 11:35
3,deliver_order,26217,02/09/22 19:20
3,deliver_order,25977,02/09/22 18:35
3,deliver_order,25210,02/09/22 15:28
3,deliver_order,24066,02/09/22 09:59
3,deliver_order,23528,02/09/22 06:57
3,deliver_order,22825,02/09/22 00:54
3,deliver_order,22403,01/09/22 22:47
3,deliver_order,21869,01/09/22 20:22
3,deliver_order,17729,31/08/22 18:40
3,deliver_order,15394,31/08/22 01:38
3,deliver_order,14169,30/08/22 18:48
3,deliver_order,11937,30/08/22 02:39
3,deliver_order,10523,29/08/22 18:33
3,deliver_order,9827,29/08/22 14:16
3,deliver_order,9573,29/08/22 12:36
3,deliver_order,8629,29/08/22 05:53
3,deliver_order,8542,29/08/22 04:45
3,deliver_order,5220,28/08/22 01:43
3,deliver_order,4568,27/08/22 20:24
3,deliver_order,3734,27/08/22 13:19
3,deliver_order,3627,27/08/22 11:58
3,deliver_order,2766,27/08/22 00:03
3,deliver_order,1754,26/08/22 11:05
3,deliver_order,1198,25/08/22 23:13
3,deliver_order,1130,25/08/22 21:53
3,deliver_order,909,25/08/22 18:23
3,deliver_order,639,25/08/22 13:28
3,deliver_order,252,25/08/22 02:55
3,deliver_order,138,24/08/22 23:56
3,deliver_order,21,24/08/22 18:18
4,accept_order,56833,08/09/22 14:17
4,accept_order,53847,07/09/22 23:53
4,accept_order,50207,07/09/22 09:35
4,accept_order,48926,07/09/22 00:28
4,accept_order,48401,06/09/22 21:53
4,accept_order,45363,06/09/22 00:56
4,accept_order,44636,05/09/22 21:17
4,accept_order,43323,05/09/22 16:03
4,accept_order,37869,04/09/22 16:22
4,accept_order,35879,04/09/22 09:39
4,accept_order,30017,03/09/22 10:52
4,accept_order,18613,31/08/22 22:55
4,accept_order,16528,31/08/22 11:11
4,accept_order,14863,30/08/22 21:56
4,accept_order,14138,30/08/22 18:20
4,accept_order,13823,30/08/22 16:30
4,accept_order,12409,30/08/22 07:34
4,accept_order,11914,30/08/22 02:11
4,accept_order,11231,29/08/22 21:37
4,accept_order,10902,29/08/22 20:03
4,accept_order,9084,29/08/22 09:23
4,accept_order,8456,29/08/22 02:52
4,accept_order,7349,28/08/22 19:28
4,accept_order,5740,28/08/22 08:23
4,accept_order,5423,28/08/22 04:41
4,accept_order,3828,27/08/22 13:50
4,accept_order,3372,27/08/22 09:09
4,accept_order,3236,27/08/22 07:37
4,accept_order,2446,26/08/22 20:14
4,accept_order,2044,26/08/22 15:13
4,accept_order,1506,26/08/22 06:16
4,accept_order,1034,25/08/22 19:58
4,accept_order,833,25/08/22 16:41
4,accept_order,379,25/08/22 07:36
4,deliver_order,56833,08/09/22 14:37
4,deliver_order,53847,08/09/22 00:14
4,deliver_order,48926,07/09/22 00:50
4,deliver_order,48401,06/09/22 22:19
4,deliver_order,45363,06/09/22 01:13
4,deliver_order,44636,05/09/22 21:36
4,deliver_order,43323,05/09/22 16:22
4,deliver_order,37869,04/09/22 16:43
4,deliver_order,35879,04/09/22 09:57
4,deliver_order,18613,31/08/22 23:13
4,deliver_order,16528,31/08/22 11:34
4,deliver_order,14863,30/08/22 22:16
4,deliver_order,14138,30/08/22 18:37
4,deliver_order,13823,30/08/22 16:46
4,deliver_order,12409,30/08/22 07:47
4,deliver_order,11914,30/08/22 02:36
4,deliver_order,10902,29/08/22 20:25
4,deliver_order,9084,29/08/22 09:41
4,deliver_order,8456,29/08/22 03:14
4,deliver_order,7349,28/08/22 19:52
4,deliver_order,5740,28/08/22 08:45
4,deliver_order,5423,28/08/22 04:59
4,deliver_order,3828,27/08/22 14:07
4,deliver_order,3372,27/08/22 09:25
4,deliver_order,3236,27/08/22 07:57
4,deliver_order,2446,26/08/22 20:32
4,deliver_order,2044,26/08/22 15:28
4,deliver_order,1506,26/08/22 06:36
4,deliver_order,1034,25/08/22 20:21
4,deliver_order,833,25/08/22 17:05
4,deliver_order,379,25/08/22 07:58
5,accept_order,58422,08/09/22 19:46
5,accept_order,53979,08/09/22 00:24
5,accept_order,51076,07/09/22 13:54
5,accept_order,46180,06/09/22 09:00
5,accept_order,45691,06/09/22 04:30
5,accept_order,44893,05/09/22 22:23
5,accept_order,44486,05/09/22 20:36
5,accept_order,43989,05/09/22 18:46
5,accept_order,42169,05/09/22 11:07
5,accept_order,39746,04/09/22 22:06
5,accept_order,36433,04/09/22 11:25
5,accept_order,34604,04/09/22 02:37
5,accept_order,32657,03/09/22 19:52
5,accept_order,32509,03/09/22 19:28
5,accept_order,32119,03/09/22 18:25
5,accept_order,30534,03/09/22 12:53
5,accept_order,28497,03/09/22 02:52
5,accept_order,25205,02/09/22 15:09
5,accept_order,24771,02/09/22 12:51
5,accept_order,21846,01/09/22 19:56
5,accept_order,20160,01/09/22 10:48
5,accept_order,19199,01/09/22 03:17
5,accept_order,18758,31/08/22 23:42
5,accept_order,18641,31/08/22 23:02
5,accept_order,17104,31/08/22 14:35
5,accept_order,16429,31/08/22 10:36
5,accept_order,14271,30/08/22 18:55
5,accept_order,13623,30/08/22 15:11
5,accept_order,13528,30/08/22 14:33
5,accept_order,12489,30/08/22 08:07
5,accept_order,11947,30/08/22 02:29
5,accept_order,10166,29/08/22 16:11
5,accept_order,7827,28/08/22 21:54
5,accept_order,7160,28/08/22 18:27
5,accept_order,5646,28/08/22 07:24
5,accept_order,4650,27/08/22 20:43
5,accept_order,4301,27/08/22 18:19
5,accept_order,3653,27/08/22 12:00
5,accept_order,3427,27/08/22 09:42
5,accept_order,2392,26/08/22 19:31
5,accept_order,2282,26/08/22 18:22
5,accept_order,661,25/08/22 13:37
5,accept_order,395,25/08/22 08:02
5,accept_order,234,25/08/22 01:55
5,accept_order,128,24/08/22 23:15
5,accept_order,50,24/08/22 20:04
5,deliver_order,58422,08/09/22 20:10
5,deliver_order,53979,08/09/22 00:42
5,deliver_order,51076,07/09/22 14:16
5,deliver_order,46180,06/09/22 09:23
5,deliver_order,45691,06/09/22 04:51
5,deliver_order,44893,05/09/22 22:44
5,deliver_order,44486,05/09/22 21:01
5,deliver_order,43989,05/09/22 19:08
5,deliver_order,42169,05/09/22 11:24
5,deliver_order,39746,04/09/22 22:22
5,deliver_order,36433,04/09/22 11:42
5,deliver_order,34604,04/09/22 02:53
5,deliver_order,32657,03/09/22 20:10
5,deliver_order,32509,03/09/22 19:52
5,deliver_order,32119,03/09/22 18:51
5,deliver_order,30534,03/09/22 13:16
5,deliver_order,28497,03/09/22 03:08
5,deliver_order,25205,02/09/22 15:30
5,deliver_order,24771,02/09/22 13:11
5,deliver_order,21846,01/09/22 20:17
5,deliver_order,20160,01/09/22 11:09
5,deliver_order,19199,01/09/22 03:41
5,deliver_order,18758,01/09/22 00:01
5,deliver_order,18641,31/08/22 23:21
5,deliver_order,17104,31/08/22 14:58
5,deliver_order,14271,30/08/22 19:19
5,deliver_order,13623,30/08/22 15:34
5,deliver_order,13528,30/08/22 14:52
5,deliver_order,11947,30/08/22 02:50
5,deliver_order,7827,28/08/22 22:12
5,deliver_order,7160,28/08/22 18:54
5,deliver_order,5646,28/08/22 07:52
5,deliver_order,4650,27/08/22 21:01
5,deliver_order,4301,27/08/22 18:39
5,deliver_order,3653,27/08/22 12:22
5,deliver_order,3427,27/08/22 10:02
5,deliver_order,2392,26/08/22 19:58
5,deliver_order,2282,26/08/22 18:43
5,deliver_order,661,25/08/22 13:57
5,deliver_order,395,25/08/22 08:28
5,deliver_order,234,25/08/22 02:14
5,deliver_order,128,24/08/22 23:34
5,deliver_order,50,24/08/22 20:32
6,accept_order,53335,07/09/22 22:19
6,accept_order,50789,07/09/22 12:32
6,accept_order,46778,06/09/22 12:30
6,accept_order,46445,06/09/22 10:29
6,accept_order,45146,05/09/22 23:39
6,accept_order,44290,05/09/22 19:46
6,accept_order,42403,05/09/22 12:00
6,accept_order,38208,04/09/22 17:35
6,accept_order,36105,04/09/22 10:23
6,accept_order,31383,03/09/22 16:12
6,accept_order,30890,03/09/22 14:19
6,accept_order,30561,03/09/22 12:59
6,accept_order,20614,01/09/22 13:25
6,accept_order,20407,01/09/22 12:12
6,accept_order,20293,01/09/22 11:33
6,accept_order,17122,31/08/22 14:44
6,accept_order,16158,31/08/22 09:00
6,accept_order,15684,31/08/22 05:08
6,accept_order,11466,29/08/22 23:00
6,accept_order,10828,29/08/22 19:40
6,accept_order,9528,29/08/22 12:06
6,accept_order,8593,29/08/22 05:10
6,accept_order,6649,28/08/22 15:16
6,accept_order,6367,28/08/22 13:16
6,accept_order,5966,28/08/22 10:01
6,accept_order,5681,28/08/22 07:50
6,accept_order,2211,26/08/22 17:37
6,accept_order,2125,26/08/22 16:19
6,accept_order,619,25/08/22 12:35
6,accept_order,469,25/08/22 09:49
6,accept_order,333,25/08/22 05:56
6,deliver_order,53335,07/09/22 22:37
6,deliver_order,50789,07/09/22 12:57
6,deliver_order,46778,06/09/22 12:53
6,deliver_order,46445,06/09/22 10:47
6,deliver_order,45146,06/09/22 00:02
6,deliver_order,44290,05/09/22 19:57
6,deliver_order,42403,05/09/22 12:19
6,deliver_order,38208,04/09/22 18:01
6,deliver_order,36105,04/09/22 10:43
6,deliver_order,31383,03/09/22 16:33
6,deliver_order,30561,03/09/22 13:15
6,deliver_order,20614,01/09/22 13:47
6,deliver_order,20293,01/09/22 11:48
6,deliver_order,17122,31/08/22 15:00
6,deliver_order,16158,31/08/22 09:21
6,deliver_order,15684,31/08/22 05:20
6,deliver_order,11466,29/08/22 23:16
6,deliver_order,10828,29/08/22 19:59
6,deliver_order,9528,29/08/22 12:26
6,deliver_order,8593,29/08/22 05:27
6,deliver_order,6649,28/08/22 15:35
6,deliver_order,6367,28/08/22 13:29
6,deliver_order,5966,28/08/22 10:20
6,deliver_order,5681,28/08/22 08:09
6,deliver_order,2211,26/08/22 17:54
6,deliver_order,2125,26/08/22 16:37
6,deliver_order,619,25/08/22 12:48
6,deliver_order,469,25/08/22 10:10
6,deliver_order,333,25/08/22 06:17
7,accept_order,54059,08/09/22 00:44
7,accept_order,53440,07/09/22 22:32
7,accept_order,51678,07/09/22 16:49
7,accept_order,50454,07/09/22 10:44
7,accept_order,46727,06/09/22 12:03
7,accept_order,44978,05/09/22 22:50
7,accept_order,42986,05/09/22 14:37
7,accept_order,41965,05/09/22 10:17
7,accept_order,34753,04/09/22 03:49
7,accept_order,33698,03/09/22 23:02
7,accept_order,32872,03/09/22 20:30
7,accept_order,32297,03/09/22 18:56
7,accept_order,32018,03/09/22 18:05
7,accept_order,26363,02/09/22 19:29
7,accept_order,24126,02/09/22 10:00
7,accept_order,23845,02/09/22 08:38
7,accept_order,22207,01/09/22 21:33
7,accept_order,19743,01/09/22 08:33
7,accept_order,19297,01/09/22 04:51
7,accept_order,18784,31/08/22 23:51
7,accept_order,16720,31/08/22 12:17
7,accept_order,16001,31/08/22 07:56
7,accept_order,15397,31/08/22 01:21
7,accept_order,14778,30/08/22 21:29
7,accept_order,10189,29/08/22 16:20
7,accept_order,9978,29/08/22 15:03
7,accept_order,9360,29/08/22 11:10
7,accept_order,8242,29/08/22 00:27
7,accept_order,6934,28/08/22 17:13
7,accept_order,5656,28/08/22 07:31
7,accept_order,5262,28/08/22 01:52
7,accept_order,4046,27/08/22 16:10
7,accept_order,3885,27/08/22 14:25
7,accept_order,2194,26/08/22 17:23
7,accept_order,1926,26/08/22 13:19
7,accept_order,1830,26/08/22 11:55
7,accept_order,1706,26/08/22 10:03
7,accept_order,1679,26/08/22 09:38
7,accept_order,1052,25/08/22 20:18
7,accept_order,377,25/08/22 07:34
7,accept_order,19,24/08/22 17:42
7,deliver_order,54059,08/09/22 01:08
7,deliver_order,53440,07/09/22 22:55
7,deliver_order,51678,07/09/22 17:08
7,deliver_order,50454,07/09/22 11:02
7,deliver_order,46727,06/09/22 12:20
7,deliver_order,44978,05/09/22 23:08
7,deliver_order,42986,05/09/22 14:57
7,deliver_order,41965,05/09/22 10:37
7,deliver_order,34753,04/09/22 04:08
7,deliver_order,33698,03/09/22 23:15
7,deliver_order,32872,03/09/22 20:53
7,deliver_order,32297,03/09/22 19:13
7,deliver_order,32018,03/09/22 18:22
7,deliver_order,26363,02/09/22 19:58
7,deliver_order,23845,02/09/22 08:59
7,deliver_order,22207,01/09/22 21:56
7,deliver_order,19743,01/09/22 08:51
7,deliver_order,19297,01/09/22 05:14
7,deliver_order,18784,01/09/22 00:10
7,deliver_order,16720,31/08/22 12:38
7,deliver_order,16001,31/08/22 08:19
7,deliver_order,15397,31/08/22 01:42
7,deliver_order,14778,30/08/22 21:51
7,deliver_order,10189,29/08/22 16:38
7,deliver_order,9978,29/08/22 15:28
7,deliver_order,9360,29/08/22 11:27
7,deliver_order,8242,29/08/22 00:41
7,deliver_order,6934,28/08/22 17:36
7,deliver_order,5656,28/08/22 07:49
7,deliver_order,5262,28/08/22 02:11
7,deliver_order,4046,27/08/22 16:36
7,deliver_order,3885,27/08/22 14:44
7,deliver_order,2194,26/08/22 17:37
7,deliver_order,1926,26/08/22 13:39
7,deliver_order,1830,26/08/22 12:14
7,deliver_order,1706,26/08/22 10:23
7,deliver_order,1679,26/08/22 09:57
7,deliver_order,1052,25/08/22 20:35
7,deliver_order,377,25/08/22 07:54
7,deliver_order,19,24/08/22 18:05
8,accept_order,59519,08/09/22 23:37
8,accept_order,58461,08/09/22 19:51
8,accept_order,56089,08/09/22 11:27
8,accept_order,54401,08/09/22 02:33
8,accept_order,53295,07/09/22 22:12
8,accept_order,51166,07/09/22 14:22
8,accept_order,47760,06/09/22 18:40
8,accept_order,45649,06/09/22 03:46
8,accept_order,44196,05/09/22 19:27
8,accept_order,40541,05/09/22 01:15
8,accept_order,39080,04/09/22 20:09
8,accept_order,36467,04/09/22 11:31
8,accept_order,36033,04/09/22 10:07
8,accept_order,34625,04/09/22 02:47
8,accept_order,33581,03/09/22 22:38
8,accept_order,33077,03/09/22 21:05
8,accept_order,27404,02/09/22 22:00
8,accept_order,25124,02/09/22 14:42
8,accept_order,24334,02/09/22 10:57
8,accept_order,22210,01/09/22 21:33
8,accept_order,20636,01/09/22 13:34
8,accept_order,19748,01/09/22 08:35
8,accept_order,17958,31/08/22 19:33
8,accept_order,14372,30/08/22 19:24
8,accept_order,11207,29/08/22 21:30
8,accept_order,9534,29/08/22 12:09
8,accept_order,8306,29/08/22 00:59
8,accept_order,7962,28/08/22 22:36
8,accept_order,7858,28/08/22 22:00
8,accept_order,5118,28/08/22 00:37
8,accept_order,4110,27/08/22 16:47
8,accept_order,2915,27/08/22 01:19
8,accept_order,2266,26/08/22 18:11
8,accept_order,1951,26/08/22 13:39
8,accept_order,1434,26/08/22 04:27
8,accept_order,939,25/08/22 18:40
8,accept_order,838,25/08/22 16:46
8,accept_order,460,25/08/22 09:43
8,accept_order,408,25/08/22 08:25
8,deliver_order,59519,08/09/22 23:54
8,deliver_order,58461,08/09/22 20:08
8,deliver_order,56089,08/09/22 11:46
8,deliver_order,54401,08/09/22 02:56
8,deliver_order,53295,07/09/22 22:32
8,deliver_order,51166,07/09/22 14:45
8,deliver_order,47760,06/09/22 19:04
8,deliver_order,45649,06/09/22 04:02
8,deliver_order,44196,05/09/22 19:39
8,deliver_order,40541,05/09/22 01:36
8,deliver_order,39080,04/09/22 20:25
8,deliver_order,36467,04/09/22 11:49
8,deliver_order,36033,04/09/22 10:34
8,deliver_order,34625,04/09/22 03:07
8,deliver_order,33581,03/09/22 23:04
8,deliver_order,33077,03/09/22 21:27
8,deliver_order,27404,02/09/22 22:22
8,deliver_order,25124,02/09/22 15:05
8,deliver_order,24334,02/09/22 11:19
8,deliver_order,22210,01/09/22 21:52
8,deliver_order,20636,01/09/22 13:55
8,deliver_order,19748,01/09/22 08:56
8,deliver_order,14372,30/08/22 19:50
8,deliver_order,9534,29/08/22 12:26
8,deliver_order,8306,29/08/22 01:24
8,deliver_order,7962,28/08/22 22:50
8,deliver_order,7858,28/08/22 22:20
8,deliver_order,5118,28/08/22 01:00
8,deliver_order,4110,27/08/22 17:07
8,deliver_order,2915,27/08/22 01:38
8,deliver_order,2266,26/08/22 18:30
8,deliver_order,1951,26/08/22 14:03
8,deliver_order,1434,26/08/22 04:48
8,deliver_order,939,25/08/22 18:59
8,deliver_order,838,25/08/22 17:04
8,deliver_order,460,25/08/22 10:03
8,deliver_order,408,25/08/22 08:44
9,accept_order,57958,08/09/22 18:23
9,accept_order,57101,08/09/22 15:22
9,accept_order,52123,07/09/22 18:35
9,accept_order,48749,06/09/22 23:31
9,accept_order,46966,06/09/22 13:43
9,accept_order,45314,06/09/22 00:40
9,accept_order,41730,05/09/22 09:17
9,accept_order,41203,05/09/22 06:58
9,accept_order,40135,04/09/22 23:32
9,accept_order,35505,04/09/22 08:15
9,accept_order,35209,04/09/22 06:53
9,accept_order,32692,03/09/22 19:59
9,accept_order,29914,03/09/22 10:26
9,accept_order,29142,03/09/22 07:35
9,accept_order,25757,02/09/22 17:27
9,accept_order,25088,02/09/22 14:29
9,accept_order,24970,02/09/22 13:52
9,accept_order,24749,02/09/22 12:44
9,accept_order,24081,02/09/22 09:47
9,accept_order,19260,01/09/22 04:20
9,accept_order,17828,31/08/22 18:54
9,accept_order,14800,30/08/22 21:38
9,accept_order,14150,30/08/22 18:24
9,accept_order,10796,29/08/22 19:30
9,accept_order,9531,29/08/22 12:07
9,accept_order,9150,29/08/22 09:52
9,accept_order,6362,28/08/22 13:15
9,accept_order,6088,28/08/22 10:54
9,accept_order,5847,28/08/22 09:10
9,accept_order,5237,28/08/22 01:37
9,accept_order,3295,27/08/22 08:18
9,accept_order,2056,26/08/22 15:24
9,accept_order,1132,25/08/22 21:32
9,accept_order,1027,25/08/22 19:52
9,accept_order,678,25/08/22 13:54
9,accept_order,516,25/08/22 10:44
9,deliver_order,57958,08/09/22 18:45
9,deliver_order,57101,08/09/22 15:43
9,deliver_order,52123,07/09/22 18:57
9,deliver_order,48749,06/09/22 23:52
9,deliver_order,46966,06/09/22 14:00
9,deliver_order,45314,06/09/22 01:00
9,deliver_order,41730,05/09/22 09:40
9,deliver_order,41203,05/09/22 07:16
9,deliver_order,40135,04/09/22 23:52
9,deliver_order,35505,04/09/22 08:36
9,deliver_order,35209,04/09/22 07:18
9,deliver_order,32692,03/09/22 20:17
9,deliver_order,29914,03/09/22 10:50
9,deliver_order,29142,03/09/22 07:55
9,deliver_order,25757,02/09/22 17:44
9,deliver_order,25088,02/09/22 14:54
9,deliver_order,24970,02/09/22 14:14
9,deliver_order,24749,02/09/22 13:03
9,deliver_order,24081,02/09/22 10:06
9,deliver_order,19260,01/09/22 04:43
9,deliver_order,17828,31/08/22 19:15
9,deliver_order,14150,30/08/22 18:38
9,deliver_order,10796,29/08/22 19:48
9,deliver_order,9531,29/08/22 12:33
9,deliver_order,9150,29/08/22 10:12
9,deliver_order,6362,28/08/22 13:30
9,deliver_order,5847,28/08/22 09:35
