courier_id,order_id
13,1768
13,2053
13,2095
13,2526
13,3745
13,3977
13,4103
13,4184
13,4966
13,5020
13,6907
13,7281
13,7536
13,8042
13,8110
13,9600
13,10406
13,12250
13,13493
13,13825
13,15269
13,15382
13,15697
13,16253
13,17107
13,17245
13,17655
13,18503
13,21438
13,21599
13,27878
13,30233
13,30545
13,31314
13,32082
13,32319
13,38582
13,40399
13,51411
13,52619
13,53894
14,887
14,1170
14,1459
14,2021
14,2607
14,3060
14,3651
14,4213
14,4423
14,6621
14,6933
14,7360
14,7571
14,7923
14,8090
14,10212
14,10387
14,11784
14,11919
14,12042
14,14051
14,15599
14,16150
14,17894
14,21524
14,21617
14,23392
14,23721
14,23915
14,24209
14,24922
14,27011
14,28282
14,30201
14,31326
14,35096
14,41886
14,42691
14,44714
14,49708
15,1424
15,1547
15,2706
15,4915
15,5946
15,6295
15,6393
15,6544
15,7294
15,7562
15,7935
15,9297
15,10241
15,12361
15,12763
15,15070
15,15290
15,16110
15,16583
15,19087
15,19585
15,19871
15,22040
15,22813
15,24388
15,26272
15,26855
15,27312
15,32799
15,35805
15,37570
15,38093
15,38463
15,38868
15,47933
15,51114
15,56163
15,56703
15,57408
16,324
16,444
16,622
16,948
16,1069
16,1890
16,3112
16,4686
16,5477
16,6639
16,8696
16,10130
16,10676
16,11615
16,11697
16,12463
16,14749
16,15079
16,17474
16,18012
16,19762
16,20320
16,20628
16,22021
16,25544
16,28699
16,30969
16,32943
16,33133
16,33413
16,38983
16,39845
16,40535
16,42325
16,43410
16,53107
16,56281
16,58848
17,73
17,1140
17,2197
17,2893
17,4992
17,5542
17,5967
17,6974
17,7395
17,8467
17,8754
17,10142
17,12451
17,12752
17,13246
17,14155
17,16536
17,16973
17,17325
17,18496
17,18867
17,23626
17,27661
17,33268
17,33553
17,34323
17,35303
17,35709
17,37402
17,38330
17,39272
17,39450
17,39650
17,39942
17,43680
17,45866
17,46598
17,49333
17,49970
17,53112
17,53669
17,53953
17,54656
17,57509
18,210
18,289
18,613
18,931
18,1766
18,2834
18,4429
18,5863
18,10110
18,10593
18,11467
18,11595
18,11998
18,13308
18,15148
18,15401
18,15671
18,16641
18,16989
18,21104
18,22141
18,23560
18,23752
18,25058
18,26053
18,26318
18,29998
18,30455
18,32291
18,33673
18,36099
18,37291
18,37443
18,40275
18,45567
18,47455
18,49514
18,49803
18,56460
18,58507
19,414
19,556
19,671
19,746
19,952
19,1517
19,2412
19,2587
19,4071
19,4486
19,4736
19,4884
19,5133
19,5381
19,5807
19,6655
19,7010
19,7273
19,7402
19,7796
19,9149
19,10327
19,10973
19,11166
19,13476
19,14025
19,14826
19,18508
19,18775
19,20541
19,21888
19,24361
19,29327
19,30211
19,31899
19,32079
19,33467
19,37349
19,42244
19,45460
19,46422
19,47076
19,47370
19,51220
19,51352
19,52188
20,58
20,902
20,1438
20,1488
20,1677
20,2145
20,2241
20,3850
20,4549
20,5313
20,6735
20,7298
20,7909
20,8228
20,8904
20,9171
20,9715
20,11447
20,11627
20,12072
20,13746
20,13821
20,14006
20,18099
20,20099
20,20778
20,22565
20,24148
20,24474
20,25171
20,29044
20,31160
20,32208
20,34297
20,36143
20,38365
20,39790
20,40845
20,49171
20,49255
20,52410
20,57813
21,93
21,790
21,1068
21,1397
21,1859
21,1949
21,4142
21,4202
21,4414
21,6026
21,6712
21,7675
21,10871
21,11418
21,11645
21,11804
21,12079
21,12984
21,13407
21,13806
21,13971
21,15307
21,17211
21,18008
21,20461
21,23646
21,24819
21,25855
21,26721
21,31197
21,32055
21,32442
21,39618
21,47556
21,48808
21,51199
21,54273
21,59316
22,59
22,316
22,436
22,489
22,549
22,600
22,896
22,1147
22,2264
22,2313
22,2485
22,2753
22,3873
22,4196
22,4782
22,6000
22,7670
22,9651
22,11138
22,16184
22,18149
22,18978
22,21508
22,24265
22,25405
22,27869
22,28151
22,29211
22,29466
22,35591
22,35691
22,37385
22,41883
22,42625
22,45362
22,47274
22,47509
22,50801
22,51564
22,54182
22,54706
23,260
23,448
23,846
23,938
23,1087
23,1746
23,1777
23,2642
23,3202
23,3707
23,5687
23,7034
23,9490
23,10957
23,11232
23,11612
23,11884
23,13051
23,13779
23,13871
23,14215
23,15732
23,20213
23,20596
23,21507
23,22081
23,22649
23,23618
23,23796
23,26976
23,27790
23,28082
23,28480
23,29410
23,29494
23,30287
23,31511
23,33054
23,33650
23,38000
23,38520
23,38847
23,39745
23,39918
23,43470
23,45471
23,47123
23,47223
23,48013
23,49049
23,51083
23,54093
23,58287
24,122
24,667
24,951
24,1519
24,2001
24,2262
24,3105
24,3530
24,3631
24,4780
24,4860
24,4924
24,6468
24,7303
24,8170
24,8487
24,9395
24,12678
24,13384
24,13540
24,13799
24,14944
24,15287
24,15388
24,17633
24,21890
24,23791
24,27615
24,28052
24,30825
24,33932
24,38804
24,39937
24,44281
24,44685
24,44801
24,48281
24,48920
24,54280
24,56157
25,475
25,1061
25,1921
25,2322
25,2420
25,2900
25,4796
25,5094
25,5684
25,6357
25,8134
25,10613
25,12213
25,12821
25,13445
25,13846
25,14838
25,15808
25,16061
25,17396
25,20844
25,22644
25,22777
25,24300
25,27722
25,28531
25,29757
25,30425
25,30846
25,34611
25,39444
25,46850
25,47450
25,50172
25,51390
25,51743
25,54143
25,55236
25,55760
26,6
26,74
26,240
26,850
26,1347
26,4276
26,6776
26,7084
26,7276
26,8408
26,9843
26,10503
26,10880
26,11659
26,12267
26,13665
26,14303
26,15309
26,16724
26,16863
26,17146
26,17516
26,17683
26,19244
26,19404
26,20101
26,20181
26,24933
26,25063
26,25417
26,25637
26,30750
26,32723
26,38948
26,39189
26,43338
26,44808
26,45917
26,48495
26,57359
27,52
27,112
27,697
27,1093
27,1138
27,1365
27,3263
27,3377
27,5318
27,5864
27,6046
27,8589
27,10908
27,13695
27,14852
27,15105
27,20171
27,20951
27,21663
27,22836
27,23524
27,26058
27,26367
27,27037
27,30690
27,32521
27,34670
27,35588
27,36147
27,36359
27,43138
27,45324
27,45789
27,47032
27,47091
27,47584
27,48812
27,50001
27,54293
27,57533
27,58952
28,114
28,286
28,610
28,837
28,1016
28,1125
28,1733
28,2107
28,2324
28,2389
28,2523
28,3971
28,4092
28,4417
28,5676
28,7521
28,9791
28,10018
28,10178
28,10433
28,12268
28,12580
28,19938
28,24008
28,24170
28,25800
28,26579
28,27513
28,30338
28,31437
28,32186
28,32796
28,34399
28,37130
28,41147
28,47764
28,49850
28,51018
28,54738
28,59313
29,85
29,124
29,645
29,677
29,801
29,1148
29,1317
29,1335
29,1505
29,1789
29,2397
29,5007
29,6487
29,6945
29,8132
29,9767
29,11608
29,12797
29,12979
29,13273
29,13370
29,13436
29,13798
29,16451
29,20201
29,21424
29,28753
29,30401
29,33179
29,33493
29,35241
29,37230
29,40625
29,42425
29,43656
29,46259
29,48860
29,49682
29,52749
29,52928
29,58412
30,216
30,971
30,1412
30,1473
30,1822
30,2316
30,3282
30,3650
30,3751
30,4216
30,4740
30,5578
30,6629
30,8902
30,10359
30,10587
30,11594
30,14556
30,18487
30,18776
30,21573
30,21751
30,23663
30,27410
30,41623
30,42560
30,43318
30,47221
30,51157
30,53646
30,57281
30,58270
31,319
31,1481
31,1916
31,3310
31,4001
31,5057
31,5302
31,7744
31,13249
31,13585
31,15164
31,15670
31,16541
31,16962
31,18535
31,19572
31,20309
31,21405
31,22017
31,24191
31,25145
31,29420
31,29620
31,30339
31,31280
31,32103
31,33345
31,37849
31,39767
31,46480
31,46851
31,47996
31,51514
31,53492
31,56550
31,56826
31,57184
31,57448
31,58167
31,58570
32,106
32,137
32,615
32,640
32,1892
32,2927
32,7002
32,8151
32,8486
32,9834
32,10109
32,10206
32,10725
32,11068
32,12824
32,13521
32,14216
32,14354
32,16204
32,17000
32,18369
32,18887
32,19577
32,20310
32,23959
32,27877
32,31319
32,32736
32,35033
32,35442
32,36591
32,38036
32,40974
32,41361
32,43124
32,43502
32,47908
32,47958
32,50998
32,55504
32,57345
32,58262
33,54
33,776
33,916
33,1049
33,1837
33,1895
33,1923
33,2025
33,2381
33,4194
33,5373
33,7730
33,8355
33,8670
33,11872
33,12906
33,14359
33,14765
33,15630
33,19985
33,20175
33,20474
33,21099
33,22064
33,24405
33,24875
33,29339
33,29856
33,30499
33,32085
33,32573
33,38245
33,38724
33,40314
33,40792
33,51254
33,51840
33,55354
33,56802
33,57834
34,462
34,855
34,2057
34,2965
34,4177
34,6723
34,6921
34,8942
34,9128
34,9698
34,11749
34,15292
34,15644
34,16755
34,17547
34,18552
34,18869
34,22830
34,25404
34,26585
34,27246
34,27805
34,33955
34,34982
34,35122
34,37237
34,38805
34,40920
34,42976
34,43424
34,46524
34,46658
34,58840
35,40
35,94
35,276
35,318
35,330
35,546
35,1008
35,4983
35,5862
35,6206
35,6347
35,7361
35,8212
35,8758
35,8903
35,9522
35,11171
35,12003
35,12092
35,12164
35,13193
35,13245
35,16721
35,17554
35,19288
35,20014
35,20652
35,21856
35,24141
35,24940
35,27743
35,32042
35,32382
35,32547
35,41819
35,42535
35,43198
35,45791
35,46464
35,51493
35,51802
35,54062
35,56438
36,616
36,1136
36,4779
36,6617
36,8973
36,9943
36,10490
36,11239
36,12921
36,14315
36,16235
36,19883
36,20601
36,23131
36,23320
36,24254
36,25004
36,25896
36,28058
36,29804
36,31533
36,32592
36,33283
36,33736
36,36704
36,37146
36,43975
36,47293
36,48827
36,52366
36,52808
36,55589
36,58166
37,70
37,588
37,1004
37,1039
37,1545
37,2502
37,4331
37,5192
37,6192
37,6853
37,7578
37,8507
37,9014
37,9142
37,10604
37,12891
37,14366
37,14615
37,15399
37,16941
37,17746
37,18021
37,18974
37,20908
37,21974
37,22349
37,22949
37,23152
37,23984
37,33333
37,33532
37,35854
37,36355
37,37082
37,37618
37,37725
37,40772
37,41356
37,45386
37,45563
37,48698
37,49863
37,50088
37,51010
37,52238
37,54830
37,56663
37,57422
38,4388
38,5572
38,5641
38,7001
38,7589
38,8466
38,10081
38,12183
38,12547
38,14346
38,14430
38,14783
38,15002
38,15738
38,16807
38,17647
38,19262
38,23335
38,28113
38,34156
38,34285
38,36149
38,36330
38,37165
38,37274
38,38416
38,40818
38,41277
38,42283
38,46996
38,47306
38,48787
38,50843
38,52608
38,53178
38,55897
39,34248
39,35172
39,39107
39,41066
39,43007
39,43956
39,44758
40,76
40,222
40,742
40,919
40,1066
40,1158
40,1246
40,2330
40,2858
40,3516
40,3673
40,3748
40,4079
40,5147
40,6120
40,7435
40,7732
40,7992
40,8463
40,8953
40,10560
40,10700
40,11141
40,12572
40,13478
40,16880
40,17845
40,18037
40,18254
40,19845
40,19943
40,21316
40,23332
40,25581
40,28222
40,31996
40,33014
40,33305
40,34966
40,35178
40,38779
40,40185
40,41258
40,42637
40,44297
40,45007
40,48381
40,48729
40,50701
40,52574
40,55947
41,16
41,520
41,894
41,1233
41,1765
41,1809
41,1887
41,2083
41,2223
41,2424
41,3720
41,4723
41,4887
41,5779
41,7397
41,8195
41,8734
41,8852
41,9487
41,9906
41,11208
41,12689
41,15474
41,16441
41,17051
41,17151
41,17308
41,19024
41,20869
41,21747
41,22369
41,24623
41,27741
41,27900
41,28489
41,34046
41,34303
41,35618
41,38778
41,40324
41,40916
41,45203
41,45376
41,50887
41,52679
41,54901
41,57696
42,291
42,601
42,814
42,2147
42,2554
42,4187
42,11986
42,14832
42,16501
42,17101
42,19095
42,22080
42,24468
42,27927
42,28716
42,29542
42,30182
42,32175
42,36662
42,39209
42,42498
42,44198
42,47392
42,49143
42,54904
42,58721
43,133
43,405
43,552
43,731
43,820
43,1225
43,2962
43,5591
43,6361
43,7972
43,8876
43,9292
43,9998
43,10090
43,11393
43,11837
43,12518
43,13263
43,14094
43,17299
43,20506
43,21217
43,22598
43,22898
43,25626
43,26180
43,26914
43,29687
43,31439
43,32590
43,36317
43,37359
43,39003
43,39451
43,40912
43,41022
43,43881
43,44925
43,53712
43,56094
43,58228
44,648
44,883
44,1234
44,3553
44,5972
44,6019
44,6097
44,7378
44,8015
44,8141
44,9587
44,10132
44,10275
44,11016
44,11266
44,12337
44,12655
44,13083
44,13551
44,16873
44,17687
44,18048
44,18721
44,24231
44,25284
44,29120
44,30361
44,31893
44,35780
44,37257
44,37735
44,38146
44,39657
44,42176
44,43069
44,43181
44,46087
44,50252
44,51687
44,53556
45,53
45,190
45,205
45,755
45,1182
45,2175
45,2357
45,2944
45,3341
45,4058
45,7151
45,7256
45,8075
45,10036
45,10603
45,14356
45,15548
45,15962
45,17606
45,20470
45,21505
45,23711
45,25722
45,27036
45,29116
45,31792
45,32670
45,35528
45,38507
45,40516
45,41830
45,43618
45,47657
45,48086
45,48513
45,51227
45,51407
45,59327
46,141
46,204
46,480
46,1776
46,3019
46,3886
46,3924
46,3989
46,4648
46,4711
46,5286
46,5711
46,6178
46,8566
46,9041
46,10129
46,10900
46,11781
46,15522
46,15822
46,16321
46,17897
46,18281
46,24113
46,26760
46,27485
46,29162
46,29232
46,29905
46,31387
46,34596
46,36599
46,37068
46,39160
46,39828
46,45458
46,46165
46,48031
46,49817
46,51400
46,53093
46,55628
46,56976
46,59400
47,248
47,479
47,866
47,950
47,1262
47,3261
47,3752
47,4517
47,5555
47,5776
47,7020
47,7762
47,8819
47,9073
47,10799
47,13424
47,13979
47,14213
47,15169
47,16109
47,18024
47,18139
47,18717
47,22106
47,22458
47,24022
47,24458
47,30643
47,31091
47,37023
47,38853
47,40386
47,41120
47,42655
47,43357
47,44374
47,45600
47,47590
47,48621
47,49256
47,49520
47,52671
47,54543
47,54908
47,57340
47,58426
48,51
48,743
48,925
48,1123
48,1651
48,2385
48,2585
48,3548
48,5061
48,6792
48,7199
48,7828
48,9186
48,9543
48,10253
48,11238
48,15234
48,16618
48,16756
48,23780
48,25023
48,26993
48,28830
48,29424
48,34244
48,34371
48,34747
48,35095
48,40630
48,41976
48,43491
48,48541
48,48663
48,53998
48,59065
49,3
49,65
49,168
49,373
49,681
49,1015
49,1960
49,2098
49,2652
49,3384
49,4222
49,5272
49,5817
49,7269
49,8458
49,9401
49,11428
49,17593
49,17953
49,19734
49,21416
49,21799
49,23062
49,24362
49,25607
49,28530
49,29305
49,33143
49,33439
49,33651
49,37444
49,41149
49,41265
49,42112
49,42762
49,47335
49,48490
49,52663
49,55365
49,55646
50,196
50,441
50,911
50,1124
50,1358
50,2261
50,2390
50,2986
50,4198
50,4466
50,4547
50,5194
50,7425
50,7892
50,8264
50,8577
50,9539
50,12745
50,19038
50,19864
50,24436
50,27951
50,31811
50,32753
50,33583
50,34579
50,35573
50,37632
50,38039
50,38534
50,39556
50,40154
50,42241
50,46803
50,49597
50,51760
50,57295
50,58103
50,59242
51,33
51,694
51,749
51,917
51,3470
51,3803
51,4390
51,6166
51,6233
51,6371
51,6551
51,7672
51,8792
51,10644
51,10913
51,13352
51,14306
51,15527
51,15762
51,20422
51,22902
51,23144
51,27322
51,30581
51,32315
51,33163
51,33362
51,34840
51,35424
51,38214
51,40448
51,40824
51,44265
51,49839
51,56874
51,57907
51,59469
52,536
52,789
52,1109
52,1476
52,1876
52,2274
52,2601
52,2721
52,2762
52,3578
52,4128
52,4416
52,5084
52,5446
52,5822
52,6232
52,6443
52,6872
52,8674
52,10119
52,10729
52,11220
52,14153
52,15426
52,16163
52,16329
52,18256
52,20063
52,21180
52,25815
52,27602
52,29153
52,29844
52,30694
52,31170
52,31851
52,35885
52,42470
52,45108
52,46001
52,46295
52,46514
52,47192
52,47905
52,52592
53,795
53,1190
53,1723
53,1971
53,2544
53,2841
53,5024
53,5649
53,7926
53,8267
53,8838
53,10221
53,10319
53,14208
53,14801
53,14887
53,15779
53,16211
53,16651
53,20686
53,24696
53,24905
53,25631
53,28605
53,32900
53,35597
53,35697
53,36627
53,37136
53,38885
53,40293
53,42667
53,43090
53,45103
53,45241
53,56630
53,56720
53,58207
53,58419
54,102
54,189
54,712
54,1188
54,2199
54,2909
54,4822
54,5479
54,6592
54,6646
54,7295
54,8803
54,9387
54,9486
54,10923
54,11394
54,11567
54,16141
54,16467
54,18387
54,20324
54,22847
54,26833
54,31849
54,36366
54,39619
54,40964
54,43456
54,44336
54,45737
54,51098
54,51804
54,54534
55,624
55,785
55,910
55,2347
55,2608
55,2813
55,2863
55,3382
55,3501
55,3995
55,4044
55,5769
55,6211
55,8513
55,9183
55,9874
55,10952
55,11935
55,12334
55,12726
55,12875
55,13509
55,16025
55,16924
55,17163
55,17284
55,17545
55,21361
55,21415
55,23001
55,24072
55,24632
55,25324
55,25632
55,28759
55,29014
55,30408
55,31880
55,34543
55,34883
55,36769
55,37658
55,42256
55,44447
55,46660
55,54058
55,55203
55,55905
55,58269
56,198
56,401
56,974
56,1511
56,2016
56,2094
56,2174
56,3480
56,3624
56,5028
56,5244
56,6115
56,6160
56,6807
56,6874
56,7444
56,8752
56,9505
56,10316
56,10456
56,12185
56,12296
56,13112
56,14567
56,16803
56,16918
56,18491
56,22328
56,23994
56,24244
56,26225
56,27880
56,29918
56,30237
56,33115
56,37404
56,37893
56,41674
56,41779
56,45479
56,47206
56,53976
56,54573
56,54905
56,58480
57,8
57,9
57,35
57,249
57,594
57,1042
57,2155
57,2480
57,3270
57,4890
57,4976
57,8842
57,10754
57,12999
57,13166
57,13353
57,13819
57,15521
57,16446
57,20515
57,21677
57,22074
57,22138
57,24869
57,25206
57,28880
57,29708
57,30345
57,32891
57,33956
57,36328
57,46800
57,47655
57,49331
57,49888
57,51846
57,51986
57,53382
57,56027
57,56514
57,57333
58,117
58,306
58,660
58,1866
58,2491
58,2716
58,2746
58,4673
58,5027
58,5921
58,7249
58,8833
58,10431
58,10767
58,11969
58,12888
58,16694
58,18403
58,19319
58,21774
58,23562
58,23834
58,26082
58,27712
58,33726
58,35180
58,36581
58,36807
58,38030
58,39706
58,46470
58,47060
58,49706
58,53837
58,54276
58,54919
58,56691
58,59098
59,656
59,738
59,777
59,806
59,888
59,1507
59,1793
59,1961
59,2026
59,2777
59,3658
59,3816
59,5529
59,5615
59,5814
59,5984
59,8623
59,8917
59,9162
59,9890
59,12732
59,12918
59,14243
59,14402
59,14545
59,15608
59,16546
59,17116
59,17551
59,20586
59,20742
59,22550
59,25051
59,25664
59,26895
59,27848
59,28840
59,32624
59,35928
59,36471
59,38984
59,43339
59,45121
59,50253
59,50683
59,52131
59,56343
60,493
60,590
60,1092
60,1695
60,2354
60,2772
60,3420
60,4836
60,4972
60,6486
60,7095
60,7739
60,8970
60,9019
60,13516
60,22204
60,23555
60,24133
60,26820
60,28452
60,29113
60,30190
60,30605
60,31055
60,31905
60,32403
60,34295
60,36488
60,36811
60,37103
60,39935
60,40919
60,48405
60,49424
61,109
61,225
61,644
61,792
61,2242
61,2353
61,2903
61,2987
61,4506
61,4664
61,5629
61,5810
61,6131
61,6402
61,8060
61,8447
61,9723
61,9901
61,10306
61,10756
61,14041
61,14694
61,15203
61,17392
61,18128
61,18322
61,19787
61,20376
61,20980
61,25430
61,25934
61,33211
61,42248
61,45796
61,49744
61,57382
61,57475
61,58967
62,147
62,341
62,406
62,538
62,587
62,617
62,1106
62,2704
62,4998
62,5093
62,5876
62,8862
62,14035
62,15988
62,16081
62,16424
62,18305
62,21620
62,22380
62,25257
62,25849
62,28407
62,29025
62,33430
62,37409
62,37616
62,51103
62,57098
62,57660
63,55
63,699
63,825
63,1300
63,1734
63,2463
63,2593
63,3264
63,3736
63,4394
63,4529
63,4929
63,6064
63,6572
63,7215
63,7805
63,7974
63,8360
63,8657
63,9711
63,12178
63,13282
63,15346
63,15525
63,20163
63,21612
63,22015
63,24288
63,24682
63,25744
63,25998
63,27534
63,32142
63,32801
63,34199
63,37424
63,39502
63,43122
63,46172
63,49134
63,49671
63,51764
63,53296
63,53613
63,57881
63,59241
64,182
64,378
64,426
64,571
64,930
64,1009
64,1031
64,1302
64,1360
64,1835
64,1956
64,2283
64,2482
64,2776
64,4326
64,4777
64,5241
64,5747
64,5923
64,6578
64,7795
64,8327
64,8817
64,10246
64,10873
64,12843
64,15471
64,17451
64,18103
64,18652
64,20823
64,21493
64,22190
64,25858
64,27139
64,27516
64,29454
64,31949
64,32746
64,36379
64,42907
64,44271
64,44834
64,45128
64,45261
64,46078
64,46315
64,56436
64,57950
64,58081
65,166
65,375
65,1074
65,1577
65,1843
65,2418
65,2611
65,3757
65,3815
65,4607
65,6492
65,6694
65,10462
65,11816
65,13998
65,15226
65,16395
65,16478
65,18100
65,19016
65,19078
65,20330
65,22250
65,24217
65,25842
65,26757
65,27697
65,28651
65,30336
65,31179
65,32244
65,33227
65,33461
65,35833
65,41237
65,41560
65,42947
65,45918
65,46166
65,50868
65,56656
65,59345
66,305
66,1011
66,1838
66,1967
66,2592
66,2718
66,3148
66,5365
66,6271
66,6896
66,8526
66,9185
66,9398
66,10302
66,10524
66,10648
66,11638
66,12101
66,14133
66,14486
66,15103
66,16705
66,16762
66,17605
66,18257
66,19189
66,19300
66,20634
66,21534
66,24105
66,24220
66,28367
66,29932
66,31361
66,34368
66,35127
66,35285
66,37348
66,40496
66,43429
66,44419
66,48087
66,49078
66,49206
66,51410
66,53663
66,53941
66,54155
66,54380
66,55108
66,56668
67,49
67,261
67,561
67,608
67,1267
67,2227
67,2946
67,4210
67,4509
67,4985
67,6214
67,6594
67,7189
67,7756
67,8410
67,9167
67,10634
67,10830
67,11704
67,12412
67,12884
67,13157
67,13482
67,15339
67,18086
67,18220
67,18292
67,18385
67,20550
67,22103
67,22209
67,25119
67,26193
67,32732
67,33510
67,36890
67,42799
67,44951
67,45610
67,50628
67,50920
67,53441
67,56181
67,57519
67,59442
68,118
68,365
68,2290
68,3289
68,5127
68,5316
68,6860
68,7011
68,10023
68,11209
68,12628
68,12864
68,13077
68,13344
68,14269
68,16980
68,19055
68,20369
68,21623
68,24456
68,24989
68,25274
68,26365
68,29288
68,34217
68,37455
68,39642
68,41047
68,41450
68,46036
68,48997
68,52441
68,52658
68,52899
68,54154
68,55716
68,57327
68,58951
68,59308
69,13
69,254
69,810
69,844
69,885
69,2749
69,4027
69,5708
69,6404
69,7181
69,8148
69,8993
69,9512
69,9813
69,11917
69,13661
69,14444
69,15019
69,16077
69,16625
69,17586
69,20746
69,24024
69,30871
69,32420
69,32749
69,34404
69,35627
69,38325
69,38544
69,42341
69,44134
69,46623
69,47177
69,49397
69,51241
69,52492
69,57764
69,58443
70,26
70,41
70,48
70,139
70,442
70,933
70,1199
70,1530
70,1727
70,2120
70,2409
70,2448
70,3518
70,3866
70,3895
70,4034
70,4585
70,4721
70,5069
70,5185
70,6703
70,8648
70,9313
70,12978
70,13324
70,14199
70,14983
70,17482
70,21125
70,21461
70,22238
70,22895
70,27976
70,31238
70,34422
70,35647
70,37041
70,38676
70,44109
70,47596
70,48981
70,49590
70,53439
70,56897
70,58305
71,113
71,329
71,539
71,582
71,733
71,1220
71,1637
71,1936
71,2342
71,2541
71,4130
71,4684
71,4923
71,7090
71,8254
71,12085
71,12889
71,12992
71,13700
71,13897
71,14577
71,15020
71,15084
71,18752
71,20074
71,21241
71,22850
71,31931
71,32903
71,35248
71,37596
71,38372
71,39888
