user_id,order_id,time
17366,45453,06/09/22 01:33
9354,45454,06/09/22 01:33
7586,45455,06/09/22 01:33
11654,45456,06/09/22 01:33
17370,45457,06/09/22 01:34
17371,45458,06/09/22 01:36
225,45459,06/09/22 01:36
17372,45460,06/09/22 01:36
2427,45461,06/09/22 01:37
17373,45462,06/09/22 01:37
13755,45463,06/09/22 01:37
7347,45464,06/09/22 01:37
17374,45465,06/09/22 01:39
17375,45466,06/09/22 01:39
17375,45467,06/09/22 01:39
17372,45468,06/09/22 01:39
8033,45469,06/09/22 01:40
11687,45470,06/09/22 01:40
17376,45471,06/09/22 01:40
12051,45472,06/09/22 01:42
15747,45473,06/09/22 01:42
17377,45474,06/09/22 01:42
17378,45475,06/09/22 01:43
17379,45476,06/09/22 01:44
8033,45477,06/09/22 01:44
12381,45478,06/09/22 01:45
2522,45479,06/09/22 01:46
17380,45480,06/09/22 01:47
13366,45481,06/09/22 01:47
8375,45482,06/09/22 01:48
17381,45483,06/09/22 01:48
16433,45484,06/09/22 01:49
17382,45485,06/09/22 01:49
17383,45486,06/09/22 01:50
17384,45487,06/09/22 01:51
15418,45488,06/09/22 01:51
17385,45489,06/09/22 01:53
15449,45490,06/09/22 01:54
13273,45491,06/09/22 01:54
16617,45492,06/09/22 01:55
14673,45493,06/09/22 01:56
10872,45494,06/09/22 01:56
14873,45495,06/09/22 01:57
2998,45496,06/09/22 01:57
17386,45497,06/09/22 01:58
12070,45498,06/09/22 01:58
12219,45499,06/09/22 01:58
14873,45500,06/09/22 01:58
3752,45501,06/09/22 01:58
6514,45502,06/09/22 01:59
12250,45503,06/09/22 02:00
4674,45504,06/09/22 02:02
9211,45505,06/09/22 02:03
14190,45506,06/09/22 02:03
16491,45507,06/09/22 02:05
9694,45508,06/09/22 02:05
5032,45509,06/09/22 02:05
17387,45510,06/09/22 02:06
16623,45511,06/09/22 02:06
17387,45512,06/09/22 02:06
17388,45513,06/09/22 02:07
3998,45514,06/09/22 02:07
5212,45515,06/09/22 02:07
9694,45516,06/09/22 02:08
16491,45517,06/09/22 02:09
16910,45518,06/09/22 02:10
2386,45519,06/09/22 02:11
5370,45520,06/09/22 02:12
11872,45521,06/09/22 02:13
3553,45522,06/09/22 02:14
10362,45523,06/09/22 02:15
14684,45524,06/09/22 02:16
3922,45525,06/09/22 02:16
14684,45526,06/09/22 02:17
17339,45527,06/09/22 02:18
3922,45528,06/09/22 02:18
10162,45529,06/09/22 02:19
15209,45530,06/09/22 02:20
17389,45531,06/09/22 02:20
15209,45532,06/09/22 02:21
15689,45533,06/09/22 02:21
17389,45534,06/09/22 02:22
17390,45535,06/09/22 02:24
17391,45536,06/09/22 02:25
1033,45537,06/09/22 02:25
17392,45538,06/09/22 02:25
745,45539,06/09/22 02:25
3167,45540,06/09/22 02:26
1473,45541,06/09/22 02:26
17392,45542,06/09/22 02:26
17341,45543,06/09/22 02:27
8427,45544,06/09/22 02:28
17393,45545,06/09/22 02:29
1489,45546,06/09/22 02:30
17394,45547,06/09/22 02:30
17395,45548,06/09/22 02:30
16719,45549,06/09/22 02:31
17396,45550,06/09/22 02:32
17397,45551,06/09/22 02:32
1663,45552,06/09/22 02:32
10036,45553,06/09/22 02:33
12297,45554,06/09/22 02:34
523,45555,06/09/22 02:34
9226,45556,06/09/22 02:36
9762,45557,06/09/22 02:36
15752,45558,06/09/22 02:36
17398,45559,06/09/22 02:36
10111,45560,06/09/22 02:37
9226,45561,06/09/22 02:37
16912,45562,06/09/22 02:37
1262,45563,06/09/22 02:37
517,45564,06/09/22 02:39
1262,45565,06/09/22 02:39
17399,45566,06/09/22 02:39
13033,45567,06/09/22 02:40
2598,45568,06/09/22 02:40
15254,45569,06/09/22 02:40
517,45570,06/09/22 02:40
5659,45571,06/09/22 02:40
6216,45572,06/09/22 02:41
5166,45573,06/09/22 02:41
17400,45574,06/09/22 02:41
8584,45575,06/09/22 02:41
11731,45576,06/09/22 02:42
12195,45577,06/09/22 02:44
10809,45578,06/09/22 02:44
17401,45579,06/09/22 02:44
17402,45580,06/09/22 02:45
8925,45581,06/09/22 02:46
15505,45582,06/09/22 02:46
15038,45583,06/09/22 02:46
5180,45584,06/09/22 02:46
17403,45585,06/09/22 02:47
9605,45586,06/09/22 02:48
14357,45587,06/09/22 02:49
17404,45588,06/09/22 02:50
17405,45589,06/09/22 02:50
11095,45590,06/09/22 02:51
12556,45591,06/09/22 02:51
17326,45592,06/09/22 02:52
16047,45593,06/09/22 02:53
11038,45594,06/09/22 02:53
17406,45595,06/09/22 02:54
17326,45596,06/09/22 02:54
3802,45597,06/09/22 02:54
17407,45598,06/09/22 02:56
8483,45599,06/09/22 02:56
2975,45600,06/09/22 02:59
10789,45601,06/09/22 02:59
11150,45602,06/09/22 03:00
17384,45603,06/09/22 03:01
17408,45604,06/09/22 03:03
13622,45605,06/09/22 03:04
16969,45606,06/09/22 03:04
12130,45607,06/09/22 03:05
9526,45608,06/09/22 03:06
17409,45609,06/09/22 03:08
17410,45610,06/09/22 03:10
17410,45611,06/09/22 03:10
17411,45612,06/09/22 03:11
5482,45613,06/09/22 03:11
17412,45614,06/09/22 03:14
17413,45615,06/09/22 03:14
12287,45616,06/09/22 03:15
17414,45617,06/09/22 03:16
17415,45618,06/09/22 03:16
27,45619,06/09/22 03:16
17416,45620,06/09/22 03:16
15487,45621,06/09/22 03:17
17417,45622,06/09/22 03:18
17414,45623,06/09/22 03:18
11269,45624,06/09/22 03:18
17415,45625,06/09/22 03:19
9289,45626,06/09/22 03:20
17418,45627,06/09/22 03:21
17419,45628,06/09/22 03:21
1071,45629,06/09/22 03:21
1071,45630,06/09/22 03:21
17420,45631,06/09/22 03:21
16454,45632,06/09/22 03:21
17421,45633,06/09/22 03:22
1660,45634,06/09/22 03:22
15921,45635,06/09/22 03:23
17422,45636,06/09/22 03:25
17422,45637,06/09/22 03:28
14637,45638,06/09/22 03:30
17423,45639,06/09/22 03:31
12971,45640,06/09/22 03:31
17424,45641,06/09/22 03:33
15917,45642,06/09/22 03:33
17425,45643,06/09/22 03:34
148,45644,06/09/22 03:35
9743,45645,06/09/22 03:36
148,45646,06/09/22 03:39
17426,45647,06/09/22 03:42
15823,45648,06/09/22 03:46
5603,45649,06/09/22 03:46
13849,45650,06/09/22 03:46
947,45651,06/09/22 03:47
437,45652,06/09/22 03:47
10854,45653,06/09/22 03:49
14662,45654,06/09/22 03:53
17427,45655,06/09/22 03:53
12081,45656,06/09/22 03:56
1204,45657,06/09/22 03:56
6122,45658,06/09/22 03:57
16858,45659,06/09/22 03:58
12831,45660,06/09/22 03:58
8476,45661,06/09/22 04:00
10902,45662,06/09/22 04:03
17428,45663,06/09/22 04:05
14375,45664,06/09/22 04:07
17429,45665,06/09/22 04:09
17429,45666,06/09/22 04:09
17430,45667,06/09/22 04:12
9927,45668,06/09/22 04:13
5255,45669,06/09/22 04:14
15047,45670,06/09/22 04:15
14908,45671,06/09/22 04:15
7140,45672,06/09/22 04:15
17431,45673,06/09/22 04:15
15047,45674,06/09/22 04:16
17432,45675,06/09/22 04:17
4319,45676,06/09/22 04:19
1198,45677,06/09/22 04:20
9999,45678,06/09/22 04:21
17433,45679,06/09/22 04:22
1185,45680,06/09/22 04:23
11647,45681,06/09/22 04:24
4191,45682,06/09/22 04:26
12831,45683,06/09/22 04:26
17434,45684,06/09/22 04:26
17435,45685,06/09/22 04:27
13724,45686,06/09/22 04:28
2435,45687,06/09/22 04:29
12831,45688,06/09/22 04:29
4484,45689,06/09/22 04:29
949,45690,06/09/22 04:30
949,45691,06/09/22 04:30
4484,45692,06/09/22 04:31
15891,45693,06/09/22 04:31
17436,45694,06/09/22 04:32
14124,45695,06/09/22 04:32
17437,45696,06/09/22 04:33
10705,45697,06/09/22 04:35
17438,45698,06/09/22 04:37
17439,45699,06/09/22 04:37
17440,45700,06/09/22 04:38
11080,45701,06/09/22 04:39
17441,45702,06/09/22 04:40
16083,45703,06/09/22 04:40
17442,45704,06/09/22 04:41
8141,45705,06/09/22 04:42
8986,45706,06/09/22 04:44
17347,45707,06/09/22 04:44
4500,45708,06/09/22 04:47
17443,45709,06/09/22 04:48
11360,45710,06/09/22 04:49
3085,45711,06/09/22 04:50
3085,45712,06/09/22 04:50
2221,45713,06/09/22 04:51
17444,45714,06/09/22 04:52
17445,45715,06/09/22 04:52
890,45716,06/09/22 04:54
17446,45717,06/09/22 04:55
118,45718,06/09/22 04:55
5935,45719,06/09/22 04:58
1961,45720,06/09/22 05:00
2757,45721,06/09/22 05:00
13011,45722,06/09/22 05:01
17447,45723,06/09/22 05:01
13746,45724,06/09/22 05:02
2757,45725,06/09/22 05:02
17449,45726,06/09/22 05:03
17448,45727,06/09/22 05:03
17450,45728,06/09/22 05:03
15966,45729,06/09/22 05:03
17451,45730,06/09/22 05:05
7983,45731,06/09/22 05:05
12831,45732,06/09/22 05:06
1963,45733,06/09/22 05:06
1963,45734,06/09/22 05:07
9490,45735,06/09/22 05:08
17316,45736,06/09/22 05:09
7234,45737,06/09/22 05:12
12999,45738,06/09/22 05:14
8641,45739,06/09/22 05:16
17452,45740,06/09/22 05:18
3167,45741,06/09/22 05:18
7489,45742,06/09/22 05:20
85,45743,06/09/22 05:20
17453,45744,06/09/22 05:21
13553,45745,06/09/22 05:21
7357,45746,06/09/22 05:22
17454,45747,06/09/22 05:22
14955,45748,06/09/22 05:23
13188,45749,06/09/22 05:23
17455,45750,06/09/22 05:24
17456,45751,06/09/22 05:24
13969,45752,06/09/22 05:24
16976,45753,06/09/22 05:24
9363,45754,06/09/22 05:24
5868,45755,06/09/22 05:25
15649,45756,06/09/22 05:26
11436,45757,06/09/22 05:27
17457,45758,06/09/22 05:29
16966,45759,06/09/22 05:29
17279,45760,06/09/22 05:31
6364,45761,06/09/22 05:32
3394,45762,06/09/22 05:33
6364,45763,06/09/22 05:34
17458,45764,06/09/22 05:34
17459,45765,06/09/22 05:35
10317,45766,06/09/22 05:36
15664,45767,06/09/22 05:37
17460,45768,06/09/22 05:37
17461,45769,06/09/22 05:37
12794,45770,06/09/22 05:39
17462,45771,06/09/22 05:40
14400,45772,06/09/22 05:41
17463,45773,06/09/22 05:41
14945,45774,06/09/22 05:42
14040,45775,06/09/22 05:43
17464,45776,06/09/22 05:44
17465,45777,06/09/22 05:45
13458,45778,06/09/22 05:46
17466,45779,06/09/22 05:46
17335,45780,06/09/22 05:46
17467,45781,06/09/22 05:47
17468,45782,06/09/22 05:48
496,45783,06/09/22 05:48
17465,45784,06/09/22 05:48
17469,45785,06/09/22 05:49
6059,45786,06/09/22 05:50
17470,45787,06/09/22 05:51
17471,45788,06/09/22 05:52
17472,45789,06/09/22 05:52
17473,45790,06/09/22 05:52
8668,45791,06/09/22 05:53
5288,45792,06/09/22 05:53
17474,45793,06/09/22 05:54
6814,45794,06/09/22 05:55
17475,45795,06/09/22 05:55
12039,45796,06/09/22 05:55
11733,45797,06/09/22 05:56
901,45798,06/09/22 05:56
14584,45799,06/09/22 05:56
901,45800,06/09/22 05:56
16131,45801,06/09/22 05:57
17476,45802,06/09/22 05:57
17477,45803,06/09/22 05:58
17478,45804,06/09/22 05:58
13328,45805,06/09/22 05:59
17479,45806,06/09/22 05:59
8876,45807,06/09/22 05:59
17480,45808,06/09/22 06:02
8530,45809,06/09/22 06:02
8530,45810,06/09/22 06:02
12885,45811,06/09/22 06:02
11635,45812,06/09/22 06:02
17481,45813,06/09/22 06:03
10994,45814,06/09/22 06:04
11522,45815,06/09/22 06:05
17482,45816,06/09/22 06:05
1429,45817,06/09/22 06:07
13793,45818,06/09/22 06:07
17483,45819,06/09/22 06:08
16650,45820,06/09/22 06:08
17484,45821,06/09/22 06:08
4413,45822,06/09/22 06:09
14046,45823,06/09/22 06:09
1023,45824,06/09/22 06:11
421,45825,06/09/22 06:12
7358,45826,06/09/22 06:12
17463,45827,06/09/22 06:12
9102,45828,06/09/22 06:12
14048,45829,06/09/22 06:14
2469,45830,06/09/22 06:14
17485,45831,06/09/22 06:14
17486,45832,06/09/22 06:14
649,45833,06/09/22 06:15
649,45834,06/09/22 06:15
4487,45835,06/09/22 06:16
13729,45836,06/09/22 06:17
17487,45837,06/09/22 06:17
8857,45838,06/09/22 06:18
10391,45839,06/09/22 06:19
3846,45840,06/09/22 06:19
8548,45841,06/09/22 06:19
17402,45842,06/09/22 06:19
4960,45843,06/09/22 06:20
7745,45844,06/09/22 06:20
918,45845,06/09/22 06:20
17488,45846,06/09/22 06:21
4960,45847,06/09/22 06:22
17489,45848,06/09/22 06:22
11272,45849,06/09/22 06:22
4341,45850,06/09/22 06:25
10143,45851,06/09/22 06:25
10838,45852,06/09/22 06:26
17490,45853,06/09/22 06:26
5371,45854,06/09/22 06:26
17491,45855,06/09/22 06:28
4341,45856,06/09/22 06:28
17492,45857,06/09/22 06:30
17493,45858,06/09/22 06:30
17494,45859,06/09/22 06:30
17495,45860,06/09/22 06:31
17496,45861,06/09/22 06:31
17492,45862,06/09/22 06:31
17495,45863,06/09/22 06:32
17497,45864,06/09/22 06:32
11902,45865,06/09/22 06:32
763,45866,06/09/22 06:35
11468,45867,06/09/22 06:35
6923,45868,06/09/22 06:39
17498,45869,06/09/22 06:39
10168,45870,06/09/22 06:39
11104,45871,06/09/22 06:39
8483,45872,06/09/22 06:39
10402,45873,06/09/22 06:40
17499,45874,06/09/22 06:41
6842,45875,06/09/22 06:42
6842,45876,06/09/22 06:42
17500,45877,06/09/22 06:42
10402,45878,06/09/22 06:42
11901,45879,06/09/22 06:42
17501,45880,06/09/22 06:43
10599,45881,06/09/22 06:43
17502,45882,06/09/22 06:43
13593,45883,06/09/22 06:43
17503,45884,06/09/22 06:44
8987,45885,06/09/22 06:44
10694,45886,06/09/22 06:45
4912,45887,06/09/22 06:45
8141,45888,06/09/22 06:45
7923,45889,06/09/22 06:45
10694,45890,06/09/22 06:46
5890,45891,06/09/22 06:48
3025,45892,06/09/22 06:48
13040,45893,06/09/22 06:48
11213,45894,06/09/22 06:49
423,45895,06/09/22 06:50
17504,45896,06/09/22 06:50
17505,45897,06/09/22 06:51
17506,45898,06/09/22 06:51
14103,45899,06/09/22 06:51
782,45900,06/09/22 06:52
17507,45901,06/09/22 06:53
17508,45902,06/09/22 06:53
1613,45903,06/09/22 06:53
6613,45904,06/09/22 06:54
14025,45905,06/09/22 06:54
14103,45906,06/09/22 06:54
17509,45907,06/09/22 06:55
17102,45908,06/09/22 06:55
4046,45909,06/09/22 06:55
17510,45910,06/09/22 06:55
17511,45911,06/09/22 06:55
17512,45912,06/09/22 06:56
7208,45913,06/09/22 06:56
17513,45914,06/09/22 06:56
14955,45915,06/09/22 06:57
17514,45916,06/09/22 06:57
11206,45917,06/09/22 06:57
17102,45918,06/09/22 06:57
17509,45919,06/09/22 06:57
10497,45920,06/09/22 06:58
17515,45921,06/09/22 06:59
17516,45922,06/09/22 07:00
8922,45923,06/09/22 07:00
17517,45924,06/09/22 07:02
3905,45925,06/09/22 07:03
17518,45926,06/09/22 07:03
17519,45927,06/09/22 07:03
17517,45928,06/09/22 07:04
17520,45929,06/09/22 07:05
3087,45930,06/09/22 07:05
3087,45931,06/09/22 07:05
17521,45932,06/09/22 07:05
11755,45933,06/09/22 07:06
11751,45934,06/09/22 07:06
2721,45935,06/09/22 07:07
17522,45936,06/09/22 07:08
17523,45937,06/09/22 07:09
17524,45938,06/09/22 07:10
17525,45939,06/09/22 07:10
17526,45940,06/09/22 07:11
17527,45941,06/09/22 07:12
17528,45942,06/09/22 07:13
17529,45943,06/09/22 07:13
17453,45944,06/09/22 07:14
15760,45945,06/09/22 07:15
17530,45946,06/09/22 07:15
17531,45947,06/09/22 07:17
17532,45948,06/09/22 07:18
15750,45949,06/09/22 07:19
8142,45950,06/09/22 07:20
13102,45951,06/09/22 07:20
17533,45952,06/09/22 07:21
16524,45953,06/09/22 07:21
3537,45954,06/09/22 07:22
17534,45955,06/09/22 07:22
17534,45956,06/09/22 07:22
13879,45957,06/09/22 07:22
13879,45958,06/09/22 07:22
17535,45959,06/09/22 07:22
12,45960,06/09/22 07:23
3537,45961,06/09/22 07:23
7587,45962,06/09/22 07:23
17533,45963,06/09/22 07:24
17537,45964,06/09/22 07:24
17538,45965,06/09/22 07:25
6750,45966,06/09/22 07:26
17539,45967,06/09/22 07:26
17540,45968,06/09/22 07:27
17541,45969,06/09/22 07:27
1431,45970,06/09/22 07:28
17541,45971,06/09/22 07:28
11501,45972,06/09/22 07:29
16195,45973,06/09/22 07:29
17542,45974,06/09/22 07:29
1870,45975,06/09/22 07:29
12270,45976,06/09/22 07:30
17543,45977,06/09/22 07:30
1999,45978,06/09/22 07:30
10736,45979,06/09/22 07:30
17544,45980,06/09/22 07:31
473,45981,06/09/22 07:32
17545,45982,06/09/22 07:32
17544,45983,06/09/22 07:32
12133,45984,06/09/22 07:32
1035,45985,06/09/22 07:33
13458,45986,06/09/22 07:33
14317,45987,06/09/22 07:33
6814,45988,06/09/22 07:34
11169,45989,06/09/22 07:34
14481,45990,06/09/22 07:35
17546,45991,06/09/22 07:36
2407,45992,06/09/22 07:36
1505,45993,06/09/22 07:36
17547,45994,06/09/22 07:36
17548,45995,06/09/22 07:37
1374,45996,06/09/22 07:37
2407,45997,06/09/22 07:37
1505,45998,06/09/22 07:38
15945,45999,06/09/22 07:38
17549,46000,06/09/22 07:38
17550,46001,06/09/22 07:39
9358,46002,06/09/22 07:40
11388,46003,06/09/22 07:40
12218,46004,06/09/22 07:40
6464,46005,06/09/22 07:41
17551,46006,06/09/22 07:41
14627,46007,06/09/22 07:42
17552,46008,06/09/22 07:43
17553,46009,06/09/22 07:43
11010,46010,06/09/22 07:43
13853,46011,06/09/22 07:44
16202,46012,06/09/22 07:45
14251,46013,06/09/22 07:45
17554,46014,06/09/22 07:46
17555,46015,06/09/22 07:46
10195,46016,06/09/22 07:47
9139,46017,06/09/22 07:48
10740,46018,06/09/22 07:48
13967,46019,06/09/22 07:48
17556,46020,06/09/22 07:50
17557,46021,06/09/22 07:50
17558,46022,06/09/22 07:51
17559,46023,06/09/22 07:51
17560,46024,06/09/22 07:52
17561,46025,06/09/22 07:52
16510,46026,06/09/22 07:52
10721,46027,06/09/22 07:53
15647,46028,06/09/22 07:53
13528,46029,06/09/22 07:53
5180,46030,06/09/22 07:54
10851,46031,06/09/22 07:54
12076,46032,06/09/22 07:55
12148,46033,06/09/22 07:55
5224,46034,06/09/22 07:55
9090,46035,06/09/22 07:55
15863,46036,06/09/22 07:56
16532,46037,06/09/22 07:56
10929,46038,06/09/22 07:56
14215,46039,06/09/22 07:56
4451,46040,06/09/22 07:56
11195,46041,06/09/22 07:57
3038,46042,06/09/22 07:58
12148,46043,06/09/22 07:58
16272,46044,06/09/22 08:00
17562,46045,06/09/22 08:00
6955,46046,06/09/22 08:00
17563,46047,06/09/22 08:00
5339,46048,06/09/22 08:00
16816,46049,06/09/22 08:01
5603,46050,06/09/22 08:01
3587,46051,06/09/22 08:01
8894,46052,06/09/22 08:02
251,46053,06/09/22 08:02
17564,46054,06/09/22 08:03
15482,46055,06/09/22 08:04
14080,46056,06/09/22 08:04
6195,46057,06/09/22 08:04
10752,46058,06/09/22 08:05
17565,46059,06/09/22 08:06
17339,46060,06/09/22 08:06
9008,46061,06/09/22 08:06
17566,46062,06/09/22 08:08
17314,46063,06/09/22 08:09
17567,46064,06/09/22 08:09
17568,46065,06/09/22 08:10
15499,46066,06/09/22 08:11
17569,46067,06/09/22 08:11
12257,46068,06/09/22 08:11
9535,46069,06/09/22 08:13
17569,46070,06/09/22 08:14
17569,46071,06/09/22 08:14
17570,46072,06/09/22 08:14
6723,46073,06/09/22 08:14
3328,46074,06/09/22 08:15
10779,46075,06/09/22 08:16
12672,46076,06/09/22 08:16
